source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
,0,,gastrointestinal disorder,35707763,MedDRA,01/01/1970,31/12/2099,
,0,,cyanosis,35205023,MedDRA,01/01/1970,31/12/2099,
,0,,hepatic disorders,35944143,MedDRA,01/01/1970,31/12/2099,
,0,,lupus-like syndrome,36009819,MedDRA,01/01/1970,31/12/2099,
,0,,nervous system disorder,36718338,MedDRA,01/01/1970,31/12/2099,
,0,,psychosis,36980045,MedDRA,01/01/1970,31/12/2099,
,0,,respiratory disorders,37219945,MedDRA,01/01/1970,31/12/2099,
,0,,sexual dysfunction,36919202,MedDRA,01/01/1970,31/12/2099,
,0,,abdominal discomfort,35708164,MedDRA,01/01/1970,31/12/2099,
,0,,bradycardia,35204928,MedDRA,01/01/1970,31/12/2099,
,0,,confusion,36775637,MedDRA,01/01/1970,31/12/2099,
,0,,depression,36918942,MedDRA,01/01/1970,31/12/2099,
,0,,diarrhoea,35708093,MedDRA,01/01/1970,31/12/2099,
,0,,dizziness,35205025,MedDRA,01/01/1970,31/12/2099,
,0,,dry eye (reversible on discontinuation),35606946,MedDRA,01/01/1970,31/12/2099,
,0,,dyspnoea,35205038,MedDRA,01/01/1970,31/12/2099,
,0,,erectile dysfunction,36919183,MedDRA,01/01/1970,31/12/2099,
,0,,fatigue,35809076,MedDRA,01/01/1970,31/12/2099,
,0,,headache,36718132,MedDRA,01/01/1970,31/12/2099,
,0,,heart failure,35227931,MedDRA,01/01/1970,31/12/2099,
,0,,nausea,35708202,MedDRA,01/01/1970,31/12/2099,
,0,,paraesthesia,36718379,MedDRA,01/01/1970,31/12/2099,
,0,,peripheral coldness,35809092,MedDRA,01/01/1970,31/12/2099,
,0,,peripheral vascular disease,37689512,MedDRA,01/01/1970,31/12/2099,
,0,,rash (reversible on discontinuation),37320212,MedDRA,01/01/1970,31/12/2099,
,0,,sleep disorders,36919209,MedDRA,01/01/1970,31/12/2099,
,0,,syncope,35205037,MedDRA,01/01/1970,31/12/2099,
,0,,visual impairment,35607485,MedDRA,01/01/1970,31/12/2099,
,0,,vomiting,35708208,MedDRA,01/01/1970,31/12/2099,
,0,,atrioventricular block,35204902,MedDRA,01/01/1970,31/12/2099,
,0,,bronchospasm,36009703,MedDRA,01/01/1970,31/12/2099,
,0,,hallucination,36918984,MedDRA,01/01/1970,31/12/2099,
,0,,gastrointestinal discomfort,35738587,MedDRA,01/01/1970,31/12/2099,
,0,,constipation,35708100,MedDRA,01/01/1970,31/12/2099,
,0,,gastrointestinal disorders,35707763,MedDRA,01/01/1970,31/12/2099,
,0,,oral disorders,35708567,MedDRA,01/01/1970,31/12/2099,
,0,,skin reactions,36009723,MedDRA,01/01/1970,31/12/2099,
,0,,anaemia,35104074,MedDRA,01/01/1970,31/12/2099,
,0,,angioedema,36009762,MedDRA,01/01/1970,31/12/2099,
,0,,bone marrow disorders,35104187,MedDRA,01/01/1970,31/12/2099,
,0,,drowsiness,36775732,MedDRA,01/01/1970,31/12/2099,
,0,,haemolytic anaemia,35104281,MedDRA,01/01/1970,31/12/2099,
,0,,haemorrhage,37622518,MedDRA,01/01/1970,31/12/2099,
,0,,hyperkalaemia,36416593,MedDRA,01/01/1970,31/12/2099,
,0,,hypersensitivity,36009711,MedDRA,01/01/1970,31/12/2099,
,0,,hypertension,37622529,MedDRA,01/01/1970,31/12/2099,
,0,,inflammatory bowel disease,35708073,MedDRA,01/01/1970,31/12/2099,
,0,,leg cramps,36569551,MedDRA,01/01/1970,31/12/2099,
,0,,nephrotic syndrome,37019292,MedDRA,01/01/1970,31/12/2099,
,0,,neutropenia,35104883,MedDRA,01/01/1970,31/12/2099,
,0,,oedema,35809225,MedDRA,01/01/1970,31/12/2099,
,0,,palpitations,35205034,MedDRA,01/01/1970,31/12/2099,
,0,,pancreatitis,35707713,MedDRA,01/01/1970,31/12/2099,
,0,,renal failure (more common in patients with pre-existing renal impairment),37019318,MedDRA,01/01/1970,31/12/2099,
,0,,severe cutaneous adverse reactions (scars),36045117,MedDRA,01/01/1970,31/12/2099,
,0,,taste altered,35741823,MedDRA,01/01/1970,31/12/2099,
,0,,thrombocytopenia,35104691,MedDRA,01/01/1970,31/12/2099,
,0,,tinnitus,35406391,MedDRA,01/01/1970,31/12/2099,
,0,,tremor,36718265,MedDRA,01/01/1970,31/12/2099,
,0,,vasculitis,36009918,MedDRA,01/01/1970,31/12/2099,
,0,,vasodilation,37320341,MedDRA,01/01/1970,31/12/2099,
,0,,vertigo,35406392,MedDRA,01/01/1970,31/12/2099,
,0,,weight increased,36315381,MedDRA,01/01/1970,31/12/2099,
,0,,acute coronary syndrome,35205179,MedDRA,01/01/1970,31/12/2099,
,0,,agranulocytosis,35104874,MedDRA,01/01/1970,31/12/2099,
,0,,asthma,36009700,MedDRA,01/01/1970,31/12/2099,
,0,,increased risk of arterial thromboembolism,43054828,MedDRA,01/01/1970,31/12/2099,
,0,,increased risk of ischaemic stroke,36718016,MedDRA,01/01/1970,31/12/2099,
,0,,malaise,35809079,MedDRA,01/01/1970,31/12/2099,
,0,,meningitis aseptic (patients with connective-tissue disorders such as systemic lupus erythematosus may be especially susceptible),36110492,MedDRA,01/01/1970,31/12/2099,
,0,,nephritis tubulointerstitial,37019295,MedDRA,01/01/1970,31/12/2099,
,0,,optic neuritis,35607142,MedDRA,01/01/1970,31/12/2099,
,0,,photosensitivity reaction,37320193,MedDRA,01/01/1970,31/12/2099,
,0,,platelet aggregation inhibition,35104676,MedDRA,01/01/1970,31/12/2099,
,0,,respiratory tract reaction,0,MedDRA,01/01/1970,31/12/2099,
,0,,appetite decreased,36467894,MedDRA,01/01/1970,31/12/2099,
,0,,liver injury,35909503,MedDRA,01/01/1970,31/12/2099,
,0,,skin necrosis haemorrhagic (increased risk in patients with protein c or protein s deficiency),37384423,MedDRA,01/01/1970,31/12/2099,
,0,,alopecia,37320268,MedDRA,01/01/1970,31/12/2099,
,0,,blue toe syndrome,36211520,MedDRA,01/01/1970,31/12/2099,
,0,,cns haemorrhage,42890319,MedDRA,01/01/1970,31/12/2099,
,0,,fever,35842561,MedDRA,01/01/1970,31/12/2099,
,0,,haemothorax,36211237,MedDRA,01/01/1970,31/12/2099,
,0,,jaundice,35104306,MedDRA,01/01/1970,31/12/2099,
,0,,skin necrosis (increased risk in patients with protein c or protein s deficiency),37320129,MedDRA,01/01/1970,31/12/2099,
,0,,metabolic acidosis,36416487,MedDRA,01/01/1970,31/12/2099,
,0,,nephrolithiasis,37019456,MedDRA,01/01/1970,31/12/2099,
,0,,sensation abnormal,0,MedDRA,01/01/1970,31/12/2099,
,0,,electrolyte imbalance,36416584,MedDRA,01/01/1970,31/12/2099,
,0,,hearing impairment,35406368,MedDRA,01/01/1970,31/12/2099,
,0,,leucopenia,35126269,MedDRA,01/01/1970,31/12/2099,
,0,,renal colic,37019452,MedDRA,01/01/1970,31/12/2099,
,0,,renal impairment,37019321,MedDRA,01/01/1970,31/12/2099,
,0,,renal lesions,37019310,MedDRA,01/01/1970,31/12/2099,
,0,,urinary tract discomfort,46276588,MedDRA,01/01/1970,31/12/2099,
,0,,urine abnormalities,37019443,MedDRA,01/01/1970,31/12/2099,
,0,,anaphylactic reaction,36009756,MedDRA,01/01/1970,31/12/2099,
,0,,appetite disorder,36416513,MedDRA,01/01/1970,31/12/2099,
,0,,flushing,35809130,MedDRA,01/01/1970,31/12/2099,
,0,,irritability,35809139,MedDRA,01/01/1970,31/12/2099,
,0,,libido decreased,36919194,MedDRA,01/01/1970,31/12/2099,
,0,,paralysis,36718235,MedDRA,01/01/1970,31/12/2099,
,0,,seizure,36776613,MedDRA,01/01/1970,31/12/2099,
,0,,myopia,35607460,MedDRA,01/01/1970,31/12/2099,
,0,,polyuria,37019450,MedDRA,01/01/1970,31/12/2099,
,0,,thirst,35809098,MedDRA,01/01/1970,31/12/2099,
,0,,osteomalacia,36416549,MedDRA,01/01/1970,31/12/2099,
,0,,ataxia,35809101,MedDRA,01/01/1970,31/12/2099,
,0,,hyperglycaemia,35506628,MedDRA,01/01/1970,31/12/2099,
,0,,hypoglycaemia,35506636,MedDRA,01/01/1970,31/12/2099,
,0,,renal tubular necrosis,37019358,MedDRA,01/01/1970,31/12/2099,
,0,,agitation,36718347,MedDRA,01/01/1970,31/12/2099,
,0,,eye inflammation,35607121,MedDRA,01/01/1970,31/12/2099,
,0,,eye pain,35606964,MedDRA,01/01/1970,31/12/2099,
,0,,abdominal pain,35708154,MedDRA,01/01/1970,31/12/2099,
,0,,coma,36718288,MedDRA,01/01/1970,31/12/2099,
