source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
,0,,X is predicted to affect the exposure to X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X decreases the exposure to X. manufacturer advises avoid or adjust dose.,0,,01/01/1970,31/12/2099,
,0,,intravenous X increases the risk of cardiovascular side-effects when given with X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of cardiovascular side-effects when given with X (high-dose).,0,,01/01/1970,31/12/2099,
,0,,oral X increases the risk of cardiovascular side-effects when given with X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to alter the anticoagulant effect of X.,0,,01/01/1970,31/12/2099,
,0,,X increases the concentration of X. manufacturer advises adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of cns side-effects when given with X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to moderately increase the exposure to X. manufacturer advises use with caution or avoid.,0,,01/01/1970,31/12/2099,
,0,,X increases the concentration of X. manufacturer advises avoid or adjust dose and monitor concentration.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the absorption of oral X. manufacturer advises adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of intraoperative hypertension when given with X.,36255917,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the clearance of X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the efficacy of X and X is predicted to decrease the efficacy of X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the concentration of X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of neutropenia when given with X. manufacturer advises monitor and adjust dose.,35104883,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the exposure to X. manufacturer advises avoid or adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the concentration of X and X increases the exposure to X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to moderately decrease the exposure to X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of renal impairment when given with X.,37019321,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to moderately increase the exposure to X. manufacturer advises adjust X dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of antimuscarinic side-effects when given with X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the efficacy of X and X slightly increases the concentration of X. manufacturer advises avoid or monitor X concentration and adjust dose accordingly.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of rhabdomyolysis when given with X. manufacturer advises adjust X dose.,36516888,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of a hypertensive crisis when given with X. manufacturer advises avoid.,37622521,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to markedly increase the exposure to X. manufacturer advises adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the exposure to X. manufacturer advises adjust X dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of rhabdomyolysis when given with X. manufacturer advises avoid.,36516888,MedDRA,01/01/1970,31/12/2099,
,0,,X decreases the exposure to X. manufacturer advises monitor and adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to slightly to moderately decrease the exposure to X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the exposure to X. manufacturer advises avoid use of X oral suspension.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the exposure to X. manufacturer advises avoid prolonged use.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of rhabdomyolysis when given with X. manufacturer advises monitor and adjust dose.,36516888,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to very markedly decrease the exposure to X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the exposure to X. manufacturer advises monitor blood glucose and adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X slightly increases the exposure to X. manufacturer advises adjust X dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of side-effects when given with X.,0,,01/01/1970,31/12/2099,
,0,,X increases the risk of benign intracranial hypertension when given with X. manufacturer advises avoid.,36718149,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the exposure to X. manufacturer advises use additional contraceptive precautions.,0,,01/01/1970,31/12/2099,
,0,,X slightly increases the exposure to X. manufacturer advises monitor and adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of side-effects when given with X. manufacturer advises avoid and for 14 days after stopping X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of ergotism when given with X. manufacturer advises avoid.,36252485,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to increase the anticoagulant effect of X.,0,,01/01/1970,31/12/2099,
,0,,X decreases the anticoagulant effect of X. manufacturer advises monitor inr and adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of toxicity when given with X. manufacturer advises adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of toxicity when given with X. manufacturer advises monitor and adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the clearance of X. manufacturer advises adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X decreases the effects of (but acute use increases the effects of) X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to markedly increase the concentration of X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to moderately increase the exposure to X. manufacturer advises avoid or adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the concentration of X and X is predicted to decrease the concentration of X. manufacturer advises avoid.,0,,01/01/1970,31/12/2099,
,0,,X increases the concentration of X and X affects the concentration of X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to markedly increase the concentration of X. manufacturer advises monitor and adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X increases the effects of X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the concentration of X and X is predicted to increase the concentration of X.,0,,01/01/1970,31/12/2099,
,0,,X causes significant hypotensive effects when given with X. manufacturer advises patient should be stabilised on first drug then second drug should be added at the lowest recommended dose.,0,,01/01/1970,31/12/2099,
,0,,X increases the exposure to X and X increases the exposure to X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the exposure to X and X is predicted to increase the exposure to X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to slightly decrease the exposure to X. manufacturer advises X should be taken 2 hours before or 4 hours after X.,0,,01/01/1970,31/12/2099,
,0,,X increases the exposure to X.,0,,01/01/1970,31/12/2099,
,0,,X increases the risk of bleeding events when given with X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to slightly increase the clearance of X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the exposure to X. manufacturer advises adjust dose in renal impairment.,0,,01/01/1970,31/12/2099,
,0,,X potentially increases the risk of hypotension when given with X. manufacturer advises avoid.,37622449,MedDRA,01/01/1970,31/12/2099,
,0,,X increases the risk of side-effects when given with X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to very slightly increase the exposure to X.,0,,01/01/1970,31/12/2099,
,0,,X decreases the concentration of X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to affect the exposure to X and X potentially affects the exposure to X.,0,,01/01/1970,31/12/2099,
,0,,X markedly decreases the exposure to X.,0,,01/01/1970,31/12/2099,
,0,,X decreases the exposure to X.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of gallstones when given with X.,35943994,MedDRA,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the concentration of X.,0,,01/01/1970,31/12/2099,
,0,,X markedly decreases the exposure to X. manufacturer advises adjust dose.,0,,01/01/1970,31/12/2099,
,0,,X decreases the exposure to X. refer to specialist literature.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to decrease the exposure to X. manufacturer advises X should be taken 2 hours before or 10 hours after X.,0,,01/01/1970,31/12/2099,
,0,,X markedly increases the clearance of X. manufacturer advises adjust X dose.,0,,01/01/1970,31/12/2099,
,0,,X is predicted to increase the risk of hypersensitivity and haematological reactions when given with X.,0,,01/01/1970,31/12/2099,
,0,,X increases the anticoagulant effect of X.,0,,01/01/1970,31/12/2099,
